GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Not Hispanic or Latino,Margin of Error; Total: - Not Hispanic or Latino,Estimate; Total: - Hispanic or Latino,Margin of Error; Total: - Hispanic or Latino
0500000US19125,19125,"Marion County, Iowa",33248,*****,32661,*****,587,*****
0500000US19127,19127,"Marshall County, Iowa",40962,*****,33063,*****,7899,*****
0500000US19129,19129,"Mills County, Iowa",14862,*****,14468,*****,394,*****
0500000US19131,19131,"Mitchell County, Iowa",10762,*****,10626,*****,136,*****
0500000US19133,19133,"Monona County, Iowa",9088,*****,8939,*****,149,*****
0500000US19135,19135,"Monroe County, Iowa",8002,*****,7933,93,69,93
0500000US19137,19137,"Montgomery County, Iowa",10465,*****,10117,*****,348,*****
0500000US19139,19139,"Muscatine County, Iowa",42913,*****,35653,*****,7260,*****
0500000US19141,19141,"O'Brien County, Iowa",14092,*****,13500,*****,592,*****
0500000US19143,19143,"Osceola County, Iowa",6211,*****,5806,*****,405,*****
0500000US19145,19145,"Page County, Iowa",15660,*****,15212,*****,448,*****
0500000US19147,19147,"Palo Alto County, Iowa",9208,*****,9023,*****,185,*****
0500000US19149,19149,"Plymouth County, Iowa",24853,*****,23930,*****,923,*****
0500000US19151,19151,"Pocahontas County, Iowa",7127,*****,6895,*****,232,*****
0500000US19153,19153,"Polk County, Iowa",452369,*****,416433,*****,35936,*****
0500000US19155,19155,"Pottawattamie County, Iowa",93213,*****,86640,*****,6573,*****
0500000US19157,19157,"Poweshiek County, Iowa",18705,*****,18162,*****,543,*****
0500000US19159,19159,"Ringgold County, Iowa",5061,*****,4993,28,68,28
0500000US19161,19161,"Sac County, Iowa",10101,*****,9841,*****,260,*****
0500000US19163,19163,"Scott County, Iowa",169994,*****,159600,*****,10394,*****
0500000US19165,19165,"Shelby County, Iowa",11992,*****,11702,*****,290,*****
0500000US19167,19167,"Sioux County, Iowa",34509,*****,31200,*****,3309,*****
0500000US19169,19169,"Story County, Iowa",93586,*****,90687,*****,2899,*****
0500000US19171,19171,"Tama County, Iowa",17479,*****,16078,*****,1401,*****
0500000US19173,19173,"Taylor County, Iowa",6213,*****,5749,*****,464,*****
0500000US19175,19175,"Union County, Iowa",12575,*****,12265,*****,310,*****
0500000US19177,19177,"Van Buren County, Iowa",7432,*****,7340,*****,92,*****
0500000US19179,19179,"Wapello County, Iowa",35315,*****,31816,*****,3499,*****
0500000US19181,19181,"Warren County, Iowa",47542,*****,46433,*****,1109,*****
0500000US19183,19183,"Washington County, Iowa",22017,*****,20807,*****,1210,*****
0500000US19185,19185,"Wayne County, Iowa",6384,*****,6321,53,63,53
0500000US19187,19187,"Webster County, Iowa",37295,*****,35724,*****,1571,*****
0500000US19189,19189,"Winnebago County, Iowa",10614,*****,10211,*****,403,*****
0500000US19191,19191,"Winneshiek County, Iowa",20884,*****,20448,*****,436,*****
0500000US19193,19193,"Woodbury County, Iowa",102530,*****,87145,*****,15385,*****
0500000US19195,19195,"Worth County, Iowa",7563,*****,7370,*****,193,*****
0500000US19197,19197,"Wright County, Iowa",12936,*****,11647,*****,1289,*****
0500000US20001,20001,"Allen County, Kansas",13081,*****,12679,*****,402,*****
0500000US20003,20003,"Anderson County, Kansas",7896,*****,7861,37,35,37
0500000US20005,20005,"Atchison County, Kansas",16633,*****,16159,*****,474,*****
0500000US20007,20007,"Barber County, Kansas",4770,156,4610,155,160,58
0500000US20009,20009,"Barton County, Kansas",27399,*****,23562,*****,3837,*****
0500000US20011,20011,"Bourbon County, Kansas",14812,*****,14468,*****,344,*****
0500000US20013,20013,"Brown County, Kansas",9880,*****,9514,*****,366,*****
0500000US20015,20015,"Butler County, Kansas",66092,*****,63211,*****,2881,*****
0500000US20017,20017,"Chase County, Kansas",2722,*****,2615,*****,107,*****
0500000US20019,20019,"Chautauqua County, Kansas",3520,*****,3462,36,58,36
0500000US20021,20021,"Cherokee County, Kansas",20952,*****,20481,*****,471,*****
0500000US20023,20023,"Cheyenne County, Kansas",2682,*****,2508,*****,174,*****
0500000US20025,20025,"Clark County, Kansas",2145,*****,1885,87,260,87
0500000US20027,20027,"Clay County, Kansas",8421,*****,8207,*****,214,*****
0500000US20029,20029,"Cloud County, Kansas",9339,*****,9035,*****,304,*****
0500000US20031,20031,"Coffey County, Kansas",8458,*****,8252,*****,206,*****
0500000US20033,20033,"Comanche County, Kansas",2010,156,1924,154,86,58
0500000US20035,20035,"Cowley County, Kansas",36079,*****,32467,*****,3612,*****
0500000US20037,20037,"Crawford County, Kansas",39304,*****,37323,*****,1981,*****
0500000US20039,20039,"Decatur County, Kansas",2905,*****,2828,32,77,32
0500000US20041,20041,"Dickinson County, Kansas",19516,*****,18654,*****,862,*****
0500000US20043,20043,"Doniphan County, Kansas",7859,*****,7657,*****,202,*****
0500000US20045,20045,"Douglas County, Kansas",114967,*****,108438,*****,6529,*****
0500000US20047,20047,"Edwards County, Kansas",2991,*****,2405,*****,586,*****
0500000US20049,20049,"Elk County, Kansas",2683,*****,2581,*****,102,*****
0500000US20051,20051,"Ellis County, Kansas",28993,*****,27403,*****,1590,*****
0500000US20053,20053,"Ellsworth County, Kansas",6410,*****,6039,*****,371,*****
0500000US20055,20055,"Finney County, Kansas",37133,*****,19329,*****,17804,*****
0500000US20057,20057,"Ford County, Kansas",34714,*****,16395,*****,18319,*****
0500000US20059,20059,"Franklin County, Kansas",25753,*****,24748,*****,1005,*****
0500000US20061,20061,"Geary County, Kansas",36787,*****,31491,*****,5296,*****
0500000US20063,20063,"Gove County, Kansas",2735,118,2677,127,58,45
0500000US20065,20065,"Graham County, Kansas",2593,*****,2517,*****,76,*****
0500000US20067,20067,"Grant County, Kansas",7816,*****,4237,*****,3579,*****
0500000US20069,20069,"Gray County, Kansas",6065,*****,5174,*****,891,*****
0500000US20071,20071,"Greeley County, Kansas",1224,92,946,90,278,28
0500000US20073,20073,"Greenwood County, Kansas",6393,*****,6153,*****,240,*****
0500000US20075,20075,"Hamilton County, Kansas",2586,*****,1715,109,871,109
0500000US20077,20077,"Harper County, Kansas",5861,*****,5484,*****,377,*****
0500000US20079,20079,"Harvey County, Kansas",34835,*****,30884,*****,3951,*****
0500000US20081,20081,"Haskell County, Kansas",4130,*****,2951,*****,1179,*****
0500000US20083,20083,"Hodgeman County, Kansas",1939,120,1797,109,142,38
0500000US20085,20085,"Jackson County, Kansas",13400,*****,12819,*****,581,*****
0500000US20087,20087,"Jefferson County, Kansas",18898,*****,18451,*****,447,*****
0500000US20089,20089,"Jewell County, Kansas",3038,*****,2967,*****,71,*****
0500000US20091,20091,"Johnson County, Kansas",566814,*****,525332,*****,41482,*****
0500000US20093,20093,"Kearny County, Kansas",3952,*****,2768,*****,1184,*****
0500000US20095,20095,"Kingman County, Kansas",7790,*****,7553,*****,237,*****
0500000US20097,20097,"Kiowa County, Kansas",2536,*****,2392,*****,144,*****
0500000US20099,20099,"Labette County, Kansas",21048,*****,20147,*****,901,*****
0500000US20101,20101,"Lane County, Kansas",1674,118,1572,126,102,46
0500000US20103,20103,"Leavenworth County, Kansas",78227,*****,73063,*****,5164,*****
0500000US20105,20105,"Lincoln County, Kansas",3154,*****,3075,*****,79,*****
0500000US20107,20107,"Linn County, Kansas",9528,*****,9317,*****,211,*****
0500000US20109,20109,"Logan County, Kansas",2793,*****,2666,*****,127,*****
0500000US20111,20111,"Lyon County, Kansas",33462,*****,26631,*****,6831,*****
0500000US20113,20113,"McPherson County, Kansas",29252,*****,28114,*****,1138,*****
0500000US20115,20115,"Marion County, Kansas",12290,*****,11932,*****,358,*****
0500000US20117,20117,"Marshall County, Kansas",10005,*****,9779,*****,226,*****
0500000US20119,20119,"Meade County, Kansas",4383,*****,3750,87,633,87
0500000US20121,20121,"Miami County, Kansas",32688,*****,31727,*****,961,*****
0500000US20123,20123,"Mitchell County, Kansas",6296,*****,6178,*****,118,*****
0500000US20125,20125,"Montgomery County, Kansas",34184,*****,32146,*****,2038,*****
0500000US20127,20127,"Morris County, Kansas",5750,*****,5502,*****,248,*****
0500000US20129,20129,"Morton County, Kansas",3106,*****,2468,*****,638,*****
0500000US20131,20131,"Nemaha County, Kansas",10159,*****,9999,*****,160,*****
0500000US20133,20133,"Neosho County, Kansas",16423,*****,15618,*****,805,*****
0500000US20135,20135,"Ness County, Kansas",3077,*****,2794,42,283,42
0500000US20137,20137,"Norton County, Kansas",5590,*****,5312,*****,278,*****
0500000US20139,20139,"Osage County, Kansas",16080,*****,15665,*****,415,*****
0500000US20141,20141,"Osborne County, Kansas",3782,*****,3721,*****,61,*****
0500000US20143,20143,"Ottawa County, Kansas",6048,*****,5885,*****,163,*****
0500000US20145,20145,"Pawnee County, Kansas",6911,*****,6387,*****,524,*****
0500000US20147,20147,"Phillips County, Kansas",5501,*****,5350,*****,151,*****
0500000US20149,20149,"Pottawatomie County, Kansas",22625,*****,21461,*****,1164,*****
0500000US20151,20151,"Pratt County, Kansas",9739,*****,9093,*****,646,*****
0500000US20153,20153,"Rawlins County, Kansas",2545,*****,2428,*****,117,*****
0500000US20155,20155,"Reno County, Kansas",64058,*****,58451,*****,5607,*****
0500000US20157,20157,"Republic County, Kansas",4806,*****,4738,*****,68,*****
0500000US20159,20159,"Rice County, Kansas",10014,*****,8926,*****,1088,*****
0500000US20161,20161,"Riley County, Kansas",75022,*****,69178,*****,5844,*****
0500000US20163,20163,"Rooks County, Kansas",5186,*****,5059,*****,127,*****
0500000US20165,20165,"Rush County, Kansas",3184,120,3090,109,94,38
0500000US20167,20167,"Russell County, Kansas",6988,*****,6817,*****,171,*****
0500000US20169,20169,"Saline County, Kansas",55735,*****,49862,*****,5873,*****
0500000US20171,20171,"Scott County, Kansas",4928,*****,4113,202,815,202
0500000US20173,20173,"Sedgwick County, Kansas",506529,*****,437221,*****,69308,*****
0500000US20175,20175,"Seward County, Kansas",23274,*****,9699,*****,13575,*****
0500000US20177,20177,"Shawnee County, Kansas",178792,*****,158215,*****,20577,*****
0500000US20179,20179,"Sheridan County, Kansas",2531,*****,2438,*****,93,*****
0500000US20181,20181,"Sherman County, Kansas",6054,*****,5324,*****,730,*****
0500000US20183,20183,"Smith County, Kansas",3740,*****,3668,41,72,41
0500000US20185,20185,"Stafford County, Kansas",4320,*****,3762,*****,558,*****
0500000US20187,20187,"Stanton County, Kansas",2149,*****,1387,108,762,108
0500000US20189,20189,"Stevens County, Kansas",5772,*****,3787,*****,1985,*****
0500000US20191,20191,"Sumner County, Kansas",23638,*****,22408,*****,1230,*****
0500000US20193,20193,"Thomas County, Kansas",7925,*****,7498,*****,427,*****
0500000US20195,20195,"Trego County, Kansas",2951,*****,2887,42,64,42
0500000US20197,20197,"Wabaunsee County, Kansas",6997,*****,6772,*****,225,*****
0500000US20199,20199,"Wallace County, Kansas",1595,92,1547,91,48,29
0500000US20201,20201,"Washington County, Kansas",5686,*****,5500,*****,186,*****
0500000US20203,20203,"Wichita County, Kansas",2204,*****,1558,202,646,202
0500000US20205,20205,"Wilson County, Kansas",9061,*****,8811,*****,250,*****
0500000US20207,20207,"Woodson County, Kansas",3211,*****,3127,*****,84,*****
0500000US20209,20209,"Wyandotte County, Kansas",160806,*****,117138,*****,43668,*****
0500000US21001,21001,"Adair County, Kentucky",18852,*****,18506,*****,346,*****
0500000US21003,21003,"Allen County, Kentucky",20355,*****,19986,*****,369,*****
0500000US21005,21005,"Anderson County, Kentucky",21761,*****,21435,*****,326,*****
0500000US21007,21007,"Ballard County, Kentucky",8256,*****,8155,*****,101,*****
0500000US21009,21009,"Barren County, Kentucky",42925,*****,41687,*****,1238,*****
0500000US21011,21011,"Bath County, Kentucky",11978,*****,11812,*****,166,*****
0500000US21013,21013,"Bell County, Kentucky",27950,*****,27820,109,130,109
0500000US21015,21015,"Boone County, Kentucky",124617,*****,119759,*****,4858,*****
0500000US21017,21017,"Bourbon County, Kentucky",20013,*****,18634,*****,1379,*****
0500000US21019,21019,"Boyd County, Kentucky",48917,*****,48170,*****,747,*****
0500000US21021,21021,"Boyle County, Kentucky",29388,*****,28489,*****,899,*****
0500000US21023,21023,"Bracken County, Kentucky",8425,*****,8304,*****,121,*****
0500000US21025,21025,"Breathitt County, Kentucky",13591,*****,13528,44,63,44
0500000US21027,21027,"Breckinridge County, Kentucky",20061,*****,19821,*****,240,*****
0500000US21029,21029,"Bullitt County, Kentucky",76961,*****,75706,*****,1255,*****
0500000US21031,21031,"Butler County, Kentucky",12835,*****,12388,*****,447,*****
0500000US21033,21033,"Caldwell County, Kentucky",12826,*****,12644,*****,182,*****
0500000US21035,21035,"Calloway County, Kentucky",38106,*****,37152,*****,954,*****
0500000US21037,21037,"Campbell County, Kentucky",91475,*****,89839,*****,1636,*****
0500000US21039,21039,"Carlisle County, Kentucky",4984,*****,4874,*****,110,*****
0500000US21041,21041,"Carroll County, Kentucky",10830,*****,10094,*****,736,*****
0500000US21043,21043,"Carter County, Kentucky",27326,*****,26985,*****,341,*****
0500000US21045,21045,"Casey County, Kentucky",15954,*****,15517,*****,437,*****
0500000US21047,21047,"Christian County, Kentucky",74159,*****,68908,*****,5251,*****
0500000US21049,21049,"Clark County, Kentucky",35657,*****,34667,*****,990,*****
0500000US21051,21051,"Clay County, Kentucky",21300,*****,20926,126,374,126
0500000US21053,21053,"Clinton County, Kentucky",10188,*****,9918,*****,270,*****
0500000US21055,21055,"Crittenden County, Kentucky",9222,*****,9158,*****,64,*****
0500000US21057,21057,"Cumberland County, Kentucky",6807,*****,6796,15,11,15
0500000US21059,21059,"Daviess County, Kentucky",98173,*****,95490,*****,2683,*****
0500000US21061,21061,"Edmonson County, Kentucky",12105,*****,11911,131,194,131
0500000US21063,21063,"Elliott County, Kentucky",7725,*****,7680,37,45,37
0500000US21065,21065,"Estill County, Kentucky",14476,*****,14467,14,9,14
0500000US21067,21067,"Fayette County, Kentucky",308306,*****,287168,*****,21138,*****
0500000US21069,21069,"Fleming County, Kentucky",14544,*****,14367,*****,177,*****
0500000US21071,21071,"Floyd County, Kentucky",38649,*****,38383,*****,266,*****
0500000US21073,21073,"Franklin County, Kentucky",49778,*****,48326,*****,1452,*****
0500000US21075,21075,"Fulton County, Kentucky",6422,*****,6328,*****,94,*****
0500000US21077,21077,"Gallatin County, Kentucky",8567,*****,8135,*****,432,*****
0500000US21079,21079,"Garrard County, Kentucky",16976,*****,16582,*****,394,*****
0500000US21081,21081,"Grant County, Kentucky",24670,*****,24061,*****,609,*****
0500000US21083,21083,"Graves County, Kentucky",37502,*****,35274,*****,2228,*****
0500000US21085,21085,"Grayson County, Kentucky",26001,*****,25686,*****,315,*****
0500000US21087,21087,"Green County, Kentucky",11149,*****,11127,23,22,23
0500000US21089,21089,"Greenup County, Kentucky",36477,*****,36108,*****,369,*****
0500000US21091,21091,"Hancock County, Kentucky",8669,*****,8546,*****,123,*****
0500000US21093,21093,"Hardin County, Kentucky",107529,*****,101553,*****,5976,*****
0500000US21095,21095,"Harlan County, Kentucky",28400,*****,28160,*****,240,*****
0500000US21097,21097,"Harrison County, Kentucky",18648,*****,18254,*****,394,*****
0500000US21099,21099,"Hart County, Kentucky",18441,*****,18145,*****,296,*****
0500000US21101,21101,"Henderson County, Kentucky",46396,*****,45382,*****,1014,*****
0500000US21103,21103,"Henry County, Kentucky",15455,*****,14959,*****,496,*****
0500000US21105,21105,"Hickman County, Kentucky",4720,*****,4675,41,45,41
0500000US21107,21107,"Hopkins County, Kentucky",46518,*****,45681,*****,837,*****
0500000US21109,21109,"Jackson County, Kentucky",13357,*****,13341,26,16,26
0500000US21111,21111,"Jefferson County, Kentucky",755809,*****,720487,*****,35322,*****
0500000US21113,21113,"Jessamine County, Kentucky",50328,*****,48883,*****,1445,*****
0500000US21115,21115,"Johnson County, Kentucky",23350,*****,23236,103,114,103
0500000US21117,21117,"Kenton County, Kentucky",163007,*****,158270,*****,4737,*****
0500000US21119,21119,"Knott County, Kentucky",16000,*****,15877,*****,123,*****
0500000US21121,21121,"Knox County, Kentucky",31809,*****,31469,*****,340,*****
0500000US21123,21123,"Larue County, Kentucky",14149,*****,13724,*****,425,*****
0500000US21125,21125,"Laurel County, Kentucky",59751,*****,58910,*****,841,*****
0500000US21127,21127,"Lawrence County, Kentucky",15821,*****,15715,*****,106,*****
0500000US21129,21129,"Lee County, Kentucky",7119,*****,7065,38,54,38
0500000US21131,21131,"Leslie County, Kentucky",10997,*****,10948,*****,49,*****
0500000US21133,21133,"Letcher County, Kentucky",23671,*****,23506,*****,165,*****
0500000US21135,21135,"Lewis County, Kentucky",13790,*****,13698,*****,92,*****
0500000US21137,21137,"Lincoln County, Kentucky",24498,*****,24114,*****,384,*****
0500000US21139,21139,"Livingston County, Kentucky",9394,*****,9254,*****,140,*****
0500000US21141,21141,"Logan County, Kentucky",26851,*****,26123,*****,728,*****
0500000US21143,21143,"Lyon County, Kentucky",8402,*****,8341,51,61,51
0500000US21145,21145,"McCracken County, Kentucky",65408,*****,63916,*****,1492,*****
0500000US21147,21147,"McCreary County, Kentucky",18001,*****,17599,153,402,153
0500000US21149,21149,"McLean County, Kentucky",9500,*****,9374,*****,126,*****
0500000US21151,21151,"Madison County, Kentucky",85838,*****,83905,*****,1933,*****
0500000US21153,21153,"Magoffin County, Kentucky",12979,*****,12934,48,45,48
0500000US21155,21155,"Marion County, Kentucky",19717,*****,19216,*****,501,*****
0500000US21157,21157,"Marshall County, Kentucky",31181,*****,30786,*****,395,*****
0500000US21159,21159,"Martin County, Kentucky",12631,*****,12440,119,191,119
0500000US21161,21161,"Mason County, Kentucky",17296,*****,17231,50,65,50
0500000US21163,21163,"Meade County, Kentucky",29098,*****,27966,*****,1132,*****
0500000US21165,21165,"Menifee County, Kentucky",6343,*****,6199,123,144,123
0500000US21167,21167,"Mercer County, Kentucky",21342,*****,20823,*****,519,*****
0500000US21169,21169,"Metcalfe County, Kentucky",9985,*****,9835,*****,150,*****
0500000US21171,21171,"Monroe County, Kentucky",10765,*****,10445,*****,320,*****
0500000US21173,21173,"Montgomery County, Kentucky",27167,*****,26480,*****,687,*****
0500000US21175,21175,"Morgan County, Kentucky",13428,*****,13288,98,140,98
0500000US21177,21177,"Muhlenberg County, Kentucky",31309,*****,31155,81,154,81
0500000US21179,21179,"Nelson County, Kentucky",44564,*****,43639,*****,925,*****
0500000US21181,21181,"Nicholas County, Kentucky",7075,*****,7025,42,50,42
0500000US21183,21183,"Ohio County, Kentucky",24065,*****,23175,*****,890,*****
0500000US21185,21185,"Oldham County, Kentucky",63037,*****,60632,*****,2405,*****
0500000US21187,21187,"Owen County, Kentucky",10711,*****,10447,*****,264,*****
0500000US21189,21189,"Owsley County, Kentucky",4616,*****,4592,39,24,39
0500000US21191,21191,"Pendleton County, Kentucky",14514,*****,14355,*****,159,*****
0500000US21193,21193,"Perry County, Kentucky",28041,*****,27871,93,170,93
0500000US21195,21195,"Pike County, Kentucky",63434,*****,62941,*****,493,*****
0500000US21197,21197,"Powell County, Kentucky",12447,*****,12288,*****,159,*****
0500000US21199,21199,"Pulaski County, Kentucky",63635,*****,62192,*****,1443,*****
0500000US21201,21201,"Robertson County, Kentucky",2208,*****,2208,11,0,11
0500000US21203,21203,"Rockcastle County, Kentucky",16942,*****,16839,75,103,75
0500000US21205,21205,"Rowan County, Kentucky",23608,*****,23335,238,273,238
0500000US21207,21207,"Russell County, Kentucky",17669,*****,17044,*****,625,*****
0500000US21209,21209,"Scott County, Kentucky",50178,*****,48042,*****,2136,*****
0500000US21211,21211,"Shelby County, Kentucky",44290,*****,40381,*****,3909,*****
0500000US21213,21213,"Simpson County, Kentucky",17704,*****,17352,*****,352,*****
0500000US21215,21215,"Spencer County, Kentucky",17577,*****,17257,*****,320,*****
0500000US21217,21217,"Taylor County, Kentucky",24993,*****,24479,*****,514,*****
0500000US21219,21219,"Todd County, Kentucky",12524,*****,12020,*****,504,*****
0500000US21221,21221,"Trigg County, Kentucky",14250,*****,14015,*****,235,*****
0500000US21223,21223,"Trimble County, Kentucky",8783,*****,8520,*****,263,*****
0500000US21225,21225,"Union County, Kentucky",15138,*****,14865,*****,273,*****
0500000US21227,21227,"Warren County, Kentucky",118950,*****,113108,*****,5842,*****
0500000US21229,21229,"Washington County, Kentucky",11910,*****,11470,*****,440,*****
0500000US21231,21231,"Wayne County, Kentucky",20655,*****,20051,*****,604,*****
0500000US21233,21233,"Webster County, Kentucky",13357,*****,12749,*****,608,*****
0500000US21235,21235,"Whitley County, Kentucky",35794,*****,35423,*****,371,*****
0500000US21237,21237,"Wolfe County, Kentucky",7261,*****,7226,39,35,39
0500000US21239,21239,"Woodford County, Kentucky",25317,*****,23652,*****,1665,*****
0500000US22001,22001,"Acadia Parish, Louisiana",62163,*****,60878,*****,1285,*****
0500000US22003,22003,"Allen Parish, Louisiana",25653,*****,24642,220,1011,220
0500000US22005,22005,"Ascension Parish, Louisiana",114738,*****,109006,*****,5732,*****
0500000US22007,22007,"Assumption Parish, Louisiana",23057,*****,22513,*****,544,*****
0500000US22009,22009,"Avoyelles Parish, Louisiana",41389,*****,40684,*****,705,*****
0500000US22011,22011,"Beauregard Parish, Louisiana",36259,*****,34996,*****,1263,*****
0500000US22013,22013,"Bienville Parish, Louisiana",13977,*****,13754,*****,223,*****
0500000US22015,22015,"Bossier Parish, Louisiana",123403,*****,115563,*****,7840,*****
0500000US22017,22017,"Caddo Parish, Louisiana",254742,*****,247861,*****,6881,*****
0500000US22019,22019,"Calcasieu Parish, Louisiana",195887,*****,190151,*****,5736,*****
0500000US22021,22021,"Caldwell Parish, Louisiana",9990,*****,9724,*****,266,*****
0500000US22023,22023,"Cameron Parish, Louisiana",6706,*****,6424,55,282,55
0500000US22025,22025,"Catahoula Parish, Louisiana",10247,*****,10135,*****,112,*****
0500000US22027,22027,"Claiborne Parish, Louisiana",16639,*****,16411,*****,228,*****
0500000US22029,22029,"Concordia Parish, Louisiana",20449,*****,20210,*****,239,*****
0500000US22031,22031,"De Soto Parish, Louisiana",26965,*****,26238,*****,727,*****
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",444690,*****,427548,*****,17142,*****
0500000US22035,22035,"East Carroll Parish, Louisiana",7501,*****,7402,55,99,55
0500000US22037,22037,"East Feliciana Parish, Louisiana",19855,*****,19600,*****,255,*****
0500000US22039,22039,"Evangeline Parish, Louisiana",33768,*****,32810,*****,958,*****
0500000US22041,22041,"Franklin Parish, Louisiana",20550,*****,20472,59,78,59
0500000US22043,22043,"Grant Parish, Louisiana",22362,*****,20967,255,1395,255
0500000US22045,22045,"Iberia Parish, Louisiana",73938,*****,71177,*****,2761,*****
0500000US22047,22047,"Iberville Parish, Louisiana",33229,*****,32439,*****,790,*****
0500000US22049,22049,"Jackson Parish, Louisiana",16109,*****,15862,*****,247,*****
0500000US22051,22051,"Jefferson Parish, Louisiana",435092,*****,376104,*****,58988,*****
0500000US22053,22053,"Jefferson Davis Parish, Louisiana",31434,*****,30776,*****,658,*****
0500000US22055,22055,"Lafayette Parish, Louisiana",231811,*****,221815,*****,9996,*****
0500000US22057,22057,"Lafourche Parish, Louisiana",97474,*****,93321,*****,4153,*****
0500000US22059,22059,"LaSalle Parish, Louisiana",14899,*****,14318,143,581,143
0500000US22061,22061,"Lincoln Parish, Louisiana",47349,*****,46072,*****,1277,*****
0500000US22063,22063,"Livingston Parish, Louisiana",133949,*****,129497,*****,4452,*****
0500000US22065,22065,"Madison Parish, Louisiana",11873,*****,11665,*****,208,*****
0500000US22067,22067,"Morehouse Parish, Louisiana",27012,*****,26690,*****,322,*****
0500000US22069,22069,"Natchitoches Parish, Louisiana",39330,*****,38515,*****,815,*****
0500000US22071,22071,"Orleans Parish, Louisiana",376738,*****,356137,*****,20601,*****
0500000US22073,22073,"Ouachita Parish, Louisiana",155769,*****,152560,*****,3209,*****
0500000US22075,22075,"Plaquemines Parish, Louisiana",23599,*****,22181,*****,1418,*****
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",22498,*****,21958,*****,540,*****
0500000US22079,22079,"Rapides Parish, Louisiana",132225,*****,128521,*****,3704,*****
0500000US22081,22081,"Red River Parish, Louisiana",8838,*****,8708,*****,130,*****
0500000US22083,22083,"Richland Parish, Louisiana",20777,*****,20355,*****,422,*****
0500000US22085,22085,"Sabine Parish, Louisiana",24248,*****,23343,*****,905,*****
0500000US22087,22087,"St. Bernard Parish, Louisiana",42858,*****,38725,*****,4133,*****
0500000US22089,22089,"St. Charles Parish, Louisiana",52639,*****,49668,*****,2971,*****
0500000US22091,22091,"St. Helena Parish, Louisiana",10818,*****,10802,26,16,26
0500000US22093,22093,"St. James Parish, Louisiana",21650,*****,21317,*****,333,*****
0500000US22095,22095,"St. John the Baptist Parish, Louisiana",44161,*****,41828,*****,2333,*****
0500000US22097,22097,"St. Landry Parish, Louisiana",83613,*****,82064,*****,1549,*****
0500000US22099,22099,"St. Martin Parish, Louisiana",53126,*****,51815,*****,1311,*****
0500000US22101,22101,"St. Mary Parish, Louisiana",53441,*****,50150,*****,3291,*****
0500000US22103,22103,"St. Tammany Parish, Louisiana",242960,*****,230377,*****,12583,*****
0500000US22105,22105,"Tangipahoa Parish, Louisiana",125486,*****,120701,*****,4785,*****
0500000US22107,22107,"Tensas Parish, Louisiana",4893,*****,4811,*****,82,*****
0500000US22109,22109,"Terrebonne Parish, Louisiana",112742,*****,107512,*****,5230,*****
0500000US22111,22111,"Union Parish, Louisiana",22533,*****,21559,*****,974,*****
0500000US22113,22113,"Vermilion Parish, Louisiana",59110,*****,57338,*****,1772,*****
0500000US22115,22115,"Vernon Parish, Louisiana",52476,*****,47763,*****,4713,*****
0500000US22117,22117,"Washington Parish, Louisiana",46556,*****,45602,*****,954,*****
0500000US22119,22119,"Webster Parish, Louisiana",40617,*****,39892,*****,725,*****
0500000US22121,22121,"West Baton Rouge Parish, Louisiana",24669,*****,23991,*****,678,*****
0500000US22123,22123,"West Carroll Parish, Louisiana",11454,*****,11122,*****,332,*****
0500000US22125,22125,"West Feliciana Parish, Louisiana",15415,*****,15183,*****,232,*****
0500000US22127,22127,"Winn Parish, Louisiana",14855,*****,14767,51,88,51
0500000US23001,23001,"Androscoggin County, Maine",107393,*****,105566,*****,1827,*****
0500000US23003,23003,"Aroostook County, Maine",70005,*****,69238,*****,767,*****
0500000US23005,23005,"Cumberland County, Maine",286119,*****,280669,*****,5450,*****
0500000US23007,23007,"Franklin County, Maine",30402,*****,30023,*****,379,*****
0500000US23009,23009,"Hancock County, Maine",54658,*****,53943,*****,715,*****
0500000US23011,23011,"Kennebec County, Maine",121112,*****,119428,*****,1684,*****
0500000US23013,23013,"Knox County, Maine",39723,*****,39261,*****,462,*****
0500000US23015,23015,"Lincoln County, Maine",34156,*****,33833,*****,323,*****
0500000US23017,23017,"Oxford County, Maine",57421,*****,56769,*****,652,*****
0500000US23019,23019,"Penobscot County, Maine",153437,*****,151596,*****,1841,*****
0500000US23021,23021,"Piscataquis County, Maine",17156,*****,16945,*****,211,*****
0500000US23023,23023,"Sagadahoc County, Maine",35092,*****,34567,*****,525,*****
0500000US23025,23025,"Somerset County, Maine",51577,*****,51071,*****,506,*****
0500000US23027,23027,"Waldo County, Maine",38976,*****,38529,*****,447,*****
0500000US23029,23029,"Washington County, Maine",32191,*****,31638,*****,553,*****
0500000US23031,23031,"York County, Maine",199682,*****,196577,*****,3105,*****
0500000US24001,24001,"Allegany County, Maryland",73549,*****,72365,*****,1184,*****
0500000US24003,24003,"Anne Arundel County, Maryland",555280,*****,517166,*****,38114,*****
0500000US24005,24005,"Baltimore County, Maryland",822959,*****,783317,*****,39642,*****
